2021-02-04 21:00:00;26.4
2021-02-07 21:00:00;25.12
2021-02-08 21:00:00;26.4
2021-02-09 21:00:00;23.81
2021-02-10 21:00:00;22.56
2021-02-11 21:00:00;21.55
2021-02-16 21:00:00;21.0
2021-02-17 21:00:00;20.86
2021-02-18 21:00:00;23.01
2021-02-21 21:00:00;23.17
2021-02-22 21:00:00;23.8
2021-02-23 21:00:00;24.4
2021-02-24 21:00:00;24.48
2021-02-25 21:00:00;24.0
2021-02-28 21:00:00;23.33
2021-03-01 21:00:00;23.99
2021-03-02 21:00:00;22.4
2021-03-03 21:00:00;23.5
2021-03-04 21:00:00;22.8
2021-03-07 21:00:00;21.34
2021-03-08 21:00:00;21.4
2021-03-09 21:00:00;21.85
2021-03-10 21:00:00;21.8
2021-03-11 21:00:00;21.65
2021-03-14 21:00:00;21.8
2021-03-15 21:00:00;23.0
2021-03-16 21:00:00;24.42
2021-03-17 21:00:00;23.74
2021-03-18 21:00:00;23.6
2021-03-21 21:00:00;23.3
2021-03-22 21:00:00;23.75
2021-03-23 21:00:00;23.0
2021-03-24 21:00:00;23.15
2021-03-25 21:00:00;23.59
2021-03-28 21:00:00;23.15
2021-03-29 21:00:00;23.13
2021-03-30 21:00:00;22.0
2021-03-31 21:00:00;22.26
2021-04-04 21:00:00;21.35
2021-04-05 21:00:00;20.86
2021-04-06 21:00:00;21.45
2021-04-07 21:00:00;21.6
2021-04-08 21:00:00;20.99
2021-04-11 21:00:00;21.0
2021-04-12 21:00:00;20.78
2021-04-13 21:00:00;20.84
2021-04-14 21:00:00;20.39
2021-04-15 21:00:00;19.9
2021-04-18 21:00:00;20.78
2021-04-19 21:00:00;20.65
2021-04-21 21:00:00;20.45
2021-04-22 21:00:00;20.55
2021-04-25 21:00:00;21.24
2021-04-26 21:00:00;21.79
2021-04-27 21:00:00;22.83
2021-04-28 21:00:00;22.7
2021-04-29 21:00:00;21.8
2021-05-02 21:00:00;21.1
2021-05-03 21:00:00;20.63
2021-05-04 21:00:00;20.97
2021-05-05 21:00:00;20.45
2021-05-06 21:00:00;20.4
2021-05-09 21:00:00;19.99
2021-05-10 21:00:00;20.0
2021-05-11 21:00:00;19.18
2021-05-12 21:00:00;18.26
2021-05-13 21:00:00;18.46
2021-05-16 21:00:00;17.58
2021-05-17 21:00:00;16.96
2021-05-18 21:00:00;17.3
2021-05-19 21:00:00;17.09
2021-05-20 21:00:00;17.0
2021-05-23 21:00:00;17.11
2021-05-24 21:00:00;17.25
2021-05-25 21:00:00;16.84
