2021-08-08 21:00:00;21.5583
2021-08-09 21:00:00;22.0528
2021-08-10 21:00:00;22.745
2021-08-11 21:00:00;22.0627
2021-08-12 21:00:00;23.7339
2021-08-15 21:00:00;23.7735
2021-08-16 21:00:00;23.7339
2021-08-17 21:00:00;22.5472
2021-08-18 21:00:00;23.0911
2021-08-19 21:00:00;23.7339
2021-08-22 21:00:00;24.0207
2021-08-23 21:00:00;23.2395
2021-08-24 21:00:00;23.2395
2021-08-25 21:00:00;24.1295
2021-08-26 21:00:00;25.3755
2021-08-29 21:00:00;25.8898
2021-08-30 21:00:00;26.8391
2021-08-31 21:00:00;25.9689
2021-09-01 21:00:00;25.247
2021-09-02 21:00:00;26.1073
2021-09-05 21:00:00;26.2161
2021-09-07 21:00:00;24.4361
2021-09-08 21:00:00;25.7019
2021-09-09 21:00:00;24.9206
2021-09-12 21:00:00;24.1295
2021-09-13 21:00:00;23.7241
2021-09-14 21:00:00;23.5856
2021-09-15 21:00:00;24.5745
2021-09-16 21:00:00;24.5053
2021-09-19 21:00:00;24.1592
2021-09-20 21:00:00;24.624
2021-09-21 21:00:00;23.7339
2021-09-22 21:00:00;23.7241
2021-09-23 21:00:00;24.0801
2021-09-26 21:00:00;22.745
2021-09-27 21:00:00;22.4187
2021-09-28 21:00:00;21.7561
2021-09-29 21:00:00;22.2605
2021-09-30 21:00:00;22.1517
2021-10-03 21:00:00;21.1529
2021-10-04 21:00:00;20.3222
2021-10-05 21:00:00;20.6287
2021-10-06 21:00:00;21.3309
2021-10-07 21:00:00;21.6374
2021-10-10 21:00:00;21.7561
2021-10-12 21:00:00;21.6276
2021-10-13 21:00:00;21.9044
2021-10-14 21:00:00;21.7561
2021-10-17 21:00:00;21.0639
2021-10-18 21:00:00;20.7079
2021-10-19 21:00:00;21.1924
2021-10-20 21:00:00;20.8661
2021-10-21 21:00:00;21.321
2021-10-24 21:00:00;20.8661
2021-10-25 21:00:00;20.5991
2021-10-26 21:00:00;20.2629
2021-10-27 21:00:00;20.075
2021-10-28 21:00:00;19.8277
2021-10-31 21:00:00;19.7091
2021-11-02 21:00:00;19.7783
2021-11-03 21:00:00;19.7783
2021-11-04 21:00:00;19.7288
2021-11-07 21:00:00;20.7672
2021-11-08 21:00:00;19.5706
2021-11-09 21:00:00;18.7894
2021-11-10 21:00:00;18.196
2021-11-11 21:00:00;19.7783
2021-11-15 21:00:00;19.1058
2021-11-16 21:00:00;20.075
2021-11-17 21:00:00;20.0354
2021-11-18 21:00:00;20.3617
2021-11-21 21:00:00;20.4211
2021-11-22 21:00:00;19.5805
2021-11-23 21:00:00;18.7894
2021-11-24 21:00:00;18.7894
2021-11-25 21:00:00;18.7894
2021-11-28 21:00:00;19.086
2021-11-29 21:00:00;16.8313
2021-11-30 21:00:00;16.1786
2021-12-01 21:00:00;17.0588
2021-12-02 21:00:00;18.5224
2021-12-05 21:00:00;17.5532
2021-12-06 21:00:00;18.1466
2021-12-07 21:00:00;18.641
2021-12-08 21:00:00;18.7103
2021-12-09 21:00:00;19.2047
2021-12-12 21:00:00;19.3531
2021-12-13 21:00:00;19.4816
2021-12-14 21:00:00;19.6299
2021-12-15 21:00:00;19.8178
2021-12-16 21:00:00;18.9278
2021-12-19 21:00:00;19.2344
2021-12-20 21:00:00;19.0663
2021-12-21 21:00:00;18.7399
2021-12-22 21:00:00;18.0081
2021-12-26 21:00:00;18.8388
2021-12-27 21:00:00;18.7894
2021-12-28 21:00:00;19.09
2021-12-29 21:00:00;18.87
2022-01-02 21:00:00;18.1
2022-01-03 21:00:00;17.9
2022-01-04 21:00:00;16.78
2022-01-05 21:00:00;16.75
2022-01-06 21:00:00;16.64
